kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,¦¤m/z,mzDiff,Count,Molecular formula changes
C00020,C00882,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O,347.0631,687.1489,C10H14N5O7P,C21H35N7O13P2S,-340.0858,340.0858,1,(/+C11  /+H21  /+N2  /+O6  /+P  /+S)
C11921,C11984,C[C@H]1[C@@H]([C@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)OC)O,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5OC)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,546.1016,886.5079,C17H28N2O14P2,C49H74O14,-340.4063,340.4063,1,(/+C32  /+H46  /-N2  /-P2)
C02400,C11916,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)O)O,C[C@H]1[C@@H]([C@](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)(C)O)O,887.4879,546.1016,C44H73NO17,C17H28N2O14P2,341.3863,341.3863,1,(/+N  /+P2  /-C27  /-H45  /-O3)
C01060,C01829,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,432.8672,776.6867,C9H9I2NO3,C15H11I4NO4,-343.8195,343.8195,1,(/+C6  /+H2  /+I2  /+O)
C11921,C11960,C[C@H]1[C@@H]([C@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)OC)O,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3OC)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C[C@@H]([C@@H]([C@H](O7)C(C)C)C)O)O,546.1016,890.5028,C17H28N2O14P2,C48H74O15,-344.4012,344.4012,1,(/+C31  /+H46  /+O  /-N2  /-P2)
C00002,C05172,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,OP(=O)(O)[SeH],506.9957,161.8985,C10H16N5O13P3,H3PO3Se,345.0972,345.0972,1,(/+Se  /-C10  /-H13  /-N5  /-O10  /-P2)
C00013,C16617,OP(=O)(O)OP(=O)(O)O,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,177.9432,523.9569,H4P2O7,C10H15N4O13P3S,-346.0137,346.0137,1,(/+C10  /+H11  /+N4  /+O6  /+P  /+S)
C05787,C05791,CC1=C(NC(=C1CCC(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)/C=C\4/C(=C(C(=O)N4)C)C=C)C)CCC(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)/C=C\6/C(=C(C(=O)N6)C=C)C,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4C(=C(C(=O)N4)C=C)C)C)CCC(=O)O)CCC(=O)O)C)C,936.3277,590.3104,C45H52N4O18,C33H42N4O6,346.0173,346.0173,1,(/-C12  /-H10  /-O12)
C00700,C04392,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=O)NC6=O)O)O)O)O)NC(=O)NC2=O,523.9747,870.0061,C10H15N4O15P3,C20H26N8O23P4,-346.0314,346.0314,1,(/+C10  /+H11  /+N4  /+O8  /+P)
C00010,C16532,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,767.1152,1115.4544,C21H36N7O16P3S,C45H80N7O17P3S,-348.3392,348.3392,1,(/+C24  /+H44  /+O)
C00024,C00440,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,809.1258,459.1866,C23H38N7O17P3S,C20H25N7O6,349.9392,349.9392,1,(/-C3  /-H13  /-O11  /-P3  /-S)
C00031,C03470,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1C[C@H]2C3=C(CCN2)C4=CC=CC=C4N3)C=C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,180.0634,530.2264,C6H12O6,C27H34N2O9,-350.163,350.163,1,(/+C21  /+H22  /+N2  /+O3)
C13433,C13453,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C=C(\C)/C=C/[C@]34[C@](O3)(C[C@H](CC4(C)C)O)C,C/C(=C/C=O)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C,600.4179,250.1569,C40H56O4,C15H22O3,350.261,350.261,1,(/-C25  /-H34  /-O)
C00010,C16529,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,767.1152,1117.4701,C21H36N7O16P3S,C45H82N7O17P3S,-350.3549,350.3549,1,(/+C24  /+H46  /+O)
C00083,C16191,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O,853.1156,502.1111,C24H38N7O19P3S,C24H22O12,351.0045,351.0045,1,(/-H16  /-N7  /-O7  /-P3  /-S)
C02283,C02284,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,470.3396,822.4038,C30H46O4,C42H62O16,-352.0642,352.0642,1,(/+C12  /+H16  /+O12)
C00065,C00143,C([C@@H](C(=O)O)N)O,C1[C@@H]2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,105.0426,457.171,C3H7NO3,C20H23N7O6,-352.1284,352.1284,1,(/+C17  /+H16  /+N6  /+O3)
C00024,C01626,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H](C([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C,809.1258,456.226,C23H38N7O17P3S,C25H32N2O6,352.8998,352.8998,1,(/+C2  /-H6  /-N5  /-O11  /-P3  /-S)
C00002,C02876,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CCC(=O)OP(=O)(O)O,506.9957,154.0031,C10H16N5O13P3,C3H7O5P,352.9926,352.9926,1,(/-C7  /-H9  /-N5  /-O8  /-P2)
C00167,C05787,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O,CC1=C(NC(=C1CCC(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)/C=C\4/C(=C(C(=O)N4)C)C=C)C)CCC(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)/C=C\6/C(=C(C(=O)N6)C=C)C,580.0343,936.3277,C15H22N2O18P2,C45H52N4O18,-356.2934,356.2934,1,(/+C30  /+H30  /+N2  /-P2)
C11921,C11976,C[C@H]1[C@@H]([C@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)OC)O,CCC(C)[C@@H]1[C@H]([C@H](C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5OC)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O)C,546.1016,904.5184,C17H28N2O14P2,C49H76O15,-358.4168,358.4168,1,(/+C32  /+H48  /+O  /-N2  /-P2)
C06232,C18237,O[Mo](=O)(=O)O,C([C@@H]1C(=C([C@H]2[C@@H](O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)(O)O.O=[Mo+2]=O,163.9007,522.8919,H2MoO4,C10H12MoN5O8PS2,-358.9912,358.9912,1,(/+C10  /+H10  /+N5  /+O4  /+P  /+S2)
C03955,C05554,CC(=O)N(CCCC[C@@H](C(=O)O)N)O,CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O,204.111,564.2279,C8H16N2O4,C22H36N4O13,-360.1169,360.1169,1,(/+C14  /+H20  /+N2  /+O9)
C00243,C06371,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O,342.1162,707.2484,C12H22O11,C26H45NO21,-365.1322,365.1322,1,(/+C14  /+H23  /+N  /+O10)
C00002,C00346,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C(COP(=O)(O)O)N,506.9957,141.0191,C10H16N5O13P3,C2H8NO4P,365.9766,365.9766,1,(/-C8  /-H8  /-N4  /-O9  /-P2)
C00083,C04385,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O,853.1156,486.1162,C24H38N7O19P3S,C24H22O11,366.9994,366.9994,1,(/-H16  /-N7  /-O8  /-P3  /-S)
C00002,C00227,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(=O)OP(=O)(O)O,506.9957,139.9875,C10H16N5O13P3,C2H5O5P,367.0082,367.0082,1,(/-C8  /-H11  /-N5  /-O8  /-P2)
C00025,C18033,C(CC(=O)O)[C@@H](C(=O)O)N,C[C@@H]1[C@H](CC[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)N,147.0532,515.107,C5H9NO4,C16H27N3O12P2,-368.0538,368.0539,1,(/+C11  /+H18  /+N2  /+O8  /+P2)
C00031,C03855,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C,180.0634,548.4077,C6H12O6,C33H56O6,-368.3443,368.3443,1,(/+C27  /+H44)
C08552,C17759,COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C4C(=C3)C[C@H]([N+]4=C/C=C/5\C[C@H](NC(=C5)C(=O)O)C(=O)O)C(=O)[O-])O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,726.1908,356.1107,C34H34N2O16,C16H20O9,370.0801,370.0801,1,(/-C18  /-H14  /-N2  /-O7)
C00664,C02718,C1[C@@H](N(C2=C(N1)NC(=NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C(C(=O)O)N=CN,472.1819,102.0429,C20H24N8O6,C3H6N2O2,370.139,370.139,1,(/-C17  /-H18  /-N6  /-O4)
C00882,C19771,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)O)C(C(=O)NCCC(=O)NCCS)O,687.1489,1059.0901,C21H35N7O13P2S,C26H46N7O26P5S,-371.9412,371.9412,1,(/+C5  /+H11  /+O13  /+P3)
C00221,C19700,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,C1=CC2=C(C(=C1)Cl)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=CC=C6)Cl,180.0634,555.06,C6H12O6,C26H19Cl2N3O7,-374.9966,374.9966,1,(/+C20  /+H7  /+Cl2  /+N3  /+O)
C00020,C19848,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C(=C([C@H]5[C@@H](O4)NC6=C(N5)C(=O)N=C(N6)N)S)S)O)O,347.0631,724.0648,C10H14N5O7P,C20H26N10O12P2S2,-377.0017,377.0017,1,(/+C10  /+H12  /+N5  /+O5  /+P  /+S2)
C00002,C02405,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C(=O)OP(=O)(O)O,506.9957,125.9718,C10H16N5O13P3,CH3O5P,381.0239,381.0239,1,(/-C9  /-H13  /-N5  /-O8  /-P2)
C00025,C11910,C(CC(=O)O)[C@@H](C(=O)O)N,C[C@@H]1C[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)N,147.0532,531.1019,C5H9NO4,C16H27N3O13P2,-384.0487,384.0487,1,(/+C11  /+H18  /+N2  /+O9  /+P2)
C00029,C16354,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC4=[O+]C(=C(C=C34)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC(=C(C(=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)O)O)O,566.055,951.2406,C15H24N2O17P2,C42H47O25,-385.1856,385.1856,1,(/+C27  /+H23  /+O8  /-N2  /-P2)
C00025,C16153,C(CC(=O)O)[C@@H](C(=O)O)N,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)N,147.0532,535.0604,C5H9NO4,C14H23N3O15P2,-388.0072,388.0072,1,(/+C9  /+H14  /+N2  /+O11  /+P2)
C00100,C05467,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@H](CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C,823.1414,1213.4184,C24H40N7O17P3S,C48H78N7O21P3S,-390.277,390.277,1,(/+C24  /+H38  /+O4)
C02199,C08983,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,550.0601,942.5188,C15H24N2O16P2,C48H78O18,-392.4587,392.4587,1,(/+C33  /+H54  /+O2  /-N2  /-P2)
C00169,C20136,C(=O)(N)OP(=O)(O)O,C[C@H]1/C=C(/[C@H](CC(=O)NC2=C(C(=CC(=C2)C/C(=C/C=C/[C@H]([C@]3(C[C@@H]1OC(=O)N3)O)OC)/C)OC)Cl)O)\C,140.9827,534.2133,CH4NO5P,C27H35ClN2O7,-393.2306,393.2306,1,(/+C26  /+H31  /+Cl  /+N  /+O2  /-P)
C00024,C00916,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O,809.1258,415.1049,C23H38N7O17P3S,C16H21N3O8S,394.0209,394.0209,1,(/-C7  /-H17  /-N4  /-O9  /-P3)
C00002,C03462,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)NC)(C=O)O,506.9957,910.3182,C10H16N5O13P3,C31H51N12O18P,-403.3225,403.3225,1,(/+C21  /+H35  /+N7  /+O5  /-P2)
C00096,C15542,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,605.0772,1008.7183,C16H25N5O16P2,C61H101O9P,-403.6411,403.6411,1,(/+C45  /+H76  /-N5  /-O7  /-P)
C00024,C02821,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,809.1258,404.2199,C23H38N7O17P3S,C23H32O6,404.9059,404.9059,1,(/-H6  /-N7  /-O11  /-P3  /-S)
C00156,C13425,C1=CC(=CC=C1C(=O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)C,138.0317,546.4073,C7H6O3,C37H54O3,-408.3756,408.3756,1,(/+C30  /+H48)
C00224,C01260,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,427.0199,836.0483,C10H14N5O10PS,C20H28N10O19P4,-409.0284,409.0284,1,(/+C10  /+H14  /+N5  /+O9  /+P3  /-S)
C00010,C17345,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,C[C@H](CCC[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C,767.1152,1183.4443,C21H36N7O16P3S,C48H80N7O19P3S,-416.3291,416.3291,1,(/+C27  /+H44  /+O3)
C00025,C06462,C(CC(=O)O)[C@@H](C(=O)O)N,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,147.0532,568.2818,C5H9NO4,C28H44N2O8S,-421.2286,421.2286,1,(/+C23  /+H35  /+N  /+O4  /+S)
C00024,C02130,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O,809.1258,384.1268,C23H38N7O17P3S,C14H24O12,424.999,424.999,1,(/-C9  /-H14  /-N7  /-O5  /-P3  /-S)
C00025,C09332,C(CC(=O)O)[C@@H](C(=O)O)N,C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,147.0532,574.2136,C5H9NO4,C24H30N8O9,-427.1604,427.1604,1,(/+C19  /+H21  /+N7  /+O5)
C00025,C04916,C(CC(=O)O)[C@@H](C(=O)O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)N,147.0532,577.0822,C5H9NO4,C15H25N5O15P2,-430.029,430.029,1,(/+C10  /+H16  /+N4  /+O11  /+P2)
