ID,m/z,Rt(min),Metabolite name,Adduct type,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,MS/MS matched,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KF,YF,KN,YN,KX,YX
5393,426.3578,18.592,"w/o MS2:(3S,3'R,3'aS,6'S,6aS,6bS,7'aR,9R,11bR)-3-hydroxy-3',6',10,11b-tetramethylspiro[1,2,3,4,6,6a,6b,7,8,11a-decahydrobenzo[a]fluorene-9,2'-3a,4,5,6,7,7a-hexahydro-3H-furo[3,2-b]pyridine]-11-one",[M+Na]+,426.36035,C27H39NO3,Jerveratrum-type alkaloids,CLEXYFLHGFJONT-GDMKTYFQSA-N,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,FALSE,96.8,3533.1,YF,426.35779:742237632 427.36114:260958272 428.3645:38975496,55.05488:290069 56.05017:34112 57.03438:443213 57.07073:204144 58.06605:77220 59.07387:43190 60.08171:1298154 67.05515:238886 69.07043:355969 71.08631:82848 74.02421:25962 79.05454:132698 81.07012:350453 83.04942:32762 83.08599:282780 84.08106:129178 85.0292:13339322 85.10137:38808 86.03211:185416 91.05479:67886 93.07006:256425 95.08633:398798 97.06517:152553 97.10144:155346 99.08028:38065 105.07028:93831 107.08528:195433 109.06517:136451 109.10165:197703 111.08104:43903 111.11658:52635 119.08554:87642 121.10088:194248 122.09675:26459 123.1164:52607 125.09616:23997 129.07919:62477 133.10101:65120 135.11716:159300 143.08521:41032 144.10172:330573 145.10107:60479 147.11755:71583 149.09525:48736 149.13322:67995 153.12708:34762 157.10045:36692 159.11584:66838 161.13341:40984 163.14807:69911 165.09216:27310 173.13345:48410 177.16467:26010 187.14803:32544 201.16539:27599 215.181:30023 241.14439:24172 247.24149:51391 255.21185:39075 265.25394:61600 269.17664:44323 283.1911:56808 297.20361:31954 311.22272:40190 362.2688:39471 367.28354:264099 385.34476:144564 409.30585:108250 425.34286:60740 426.35965:5464260,8583722,742237632,57724,659605,25105384,213817664
5407,427.1859,15.718,"w/o MS2:3-[(2R,3S)-5-hydroxy-2,3,8,8-tetramethyl-4-oxo-2,3-dihydropyrano[2,3-h]chromen-6-yl]hexanoic acid",[M+H]+,427.19211,C22H28O6,Pyranochromenes,MXFUJXIOAUPXPT-LAGVYOHYSA-N,O=C(O)CC(C1=C(O)C=2C(=O)C(C)C(OC2C=3C=CC(OC31)(C)C)C)CCC,FALSE,82.5,15.98,YN,427.18591:1086703 428.18926:461262 429.19262:0,61.43246:3811 61.66554:3016 64.64845:3636 82.6254:3099 86.25044:3450 88.17821:3106 109.06489:5052 115.09467:3734 126.8946:3953 135.07996:7129 144.04434:3667 149.09691:5058 161.77536:3822 162.05476:8735 172.07527:6989 184.0761:10654 292.13333:11997 310.1424:7629 427.18652:22303,0,28277,160758,1086703,0,0
5435,427.3572,18.716,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,1115.07,YF,427.35715:328331776 428.3605:120937288 429.36386:31953188,55.05485:250856 57.03395:101444 57.07073:218309 60.08133:367883 67.05477:286025 69.07053:346271 79.05466:215693 81.07008:595484 82.0734:77260 83.08606:208659 84.08102:123668 85.02924:3920047 86.03215:245851 90.9223:61294 91.05481:236039 93.07027:467320 95.08633:803547 97.06526:470370 97.10147:98732 99.08124:50947 105.07018:428474 107.08545:742489 109.06605:71674 109.10153:464246 111.08108:66093 117.06947:72632 119.08574:769356 120.08888:83970 121.10117:614765 122.10447:63047 123.11774:132847 128.08369:51648 131.08551:247070 133.10097:610878 135.11694:390639 143.08525:162187 145.10078:408300 147.11607:482243 149.13155:165671 157.10049:97104 159.11752:380061 160.1199:65886 161.13155:344664 163.14807:300678 165.09019:86395 167.92226:55304 171.11613:80178 173.13187:321077 175.14703:452831 177.16451:353930 185.13232:90767 187.14893:347614 187.25494:57591 189.16428:483359 191.18182:63969 193.16:163676 199.14871:115101 201.16245:640046 203.18198:268245 207.17377:107737 213.16278:93555 215.17784:465812 227.17923:105104 229.19617:114413 230.19978:60915 269.8649:61996 273.80048:61322 391.34015:76076 409.34528:724590 410.35284:91103 426.35989:1144484 427.36322:1066751,189089,328331776,0,0,148453,1793977
5535,430.3786,19.016,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,566.75,YF,430.37863:124366160 431.38198:35238668 432.38534:6096519,55.05484:128222 57.07043:420648 67.05483:211050 69.07042:148959 71.08636:249039 79.05465:85526 81.07012:236697 83.04944:57430 83.08606:92056 85.10139:90673 90.92311:42476 91.05481:110379 93.07014:152878 95.04936:48665 95.08541:247018 97.10055:41645 105.0703:96197 107.08535:201584 109.10177:426577 119.08566:233132 121.06465:694970 121.10111:108845 122.07247:75437 123.08017:78004 131.08549:93051 135.08041:162620 135.11726:65155 136.08775:821773 137.05936:73234 137.09608:1012928 139.07471:52764 145.1011:55300 149.06075:66348 149.09529:352007 150.09995:67430 151.07605:94980 152.08305:80739 158.10808:44022 159.11778:88186 161.09659:61492 162.0666:42152 163.11252:297150 164.08298:1823298 164.11488:104632 165.09023:6904934 166.09422:578033 167.07117:93955 173.13133:47366 175.11192:77160 177.09119:266226 177.12669:67183 179.10596:60783 180.39032:41113 187.11165:91732 190.09845:88339 191.10725:174881 192.11273:47832 205.12238:391702 206.12576:52519 219.13821:79164 269.7598:40928 429.37006:585084 430.37872:3662900,2271,124366160,51457016,0,0,114684816
5538,430.3811,19.211,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,779.77,YF,430.37875:138855600 431.3821:40183288 432.38546:6958077,55.05484:100522 57.07048:456810 57.34112:42832 67.05468:314696 69.07043:181406 71.08594:265801 79.05465:68497 81.0702:304840 83.04944:75090 83.08606:80825 85.10139:132176 85.5026:43502 90.36496:43420 91.05481:161054 93.07027:217500 95.08552:317362 97.10146:63701 105.0703:140774 105.12854:43466 107.08539:141695 109.06497:56557 109.10181:480364 111.04444:57640 119.08547:326340 120.08014:97551 121.06467:878870 121.10112:100068 122.07248:101072 123.08017:77334 123.11644:52232 131.08549:66636 133.10106:73382 135.08005:160263 136.08786:979070 137.05936:151301 137.09608:1129552 139.07472:68470 143.08524:65087 149.05904:77999 149.09528:401326 150.09995:60675 151.07614:371610 152.08305:102016 159.07973:68940 159.11588:68423 163.11075:255584 164.08301:2139662 165.0903:6488926 166.09474:417361 167.07117:457029 175.07458:87295 175.11192:88554 177.09067:271472 178.09644:80749 190.09846:75904 191.10663:159240 193.0862:69699 199.11139:45688 205.12189:473665 207.10025:51719 318.14676:47989 413.34094:61664 429.37384:349595 430.37906:3945927,363992,138855600,14928833,0,0,166684688
5585,432.2416,13.52,Unknown,[M+NH4]+,null,null,null,null,null,FALSE,null,52.79,YF,432.24164:64066688 433.24499:18205242 434.24835:3488027,55.05484:18016 57.07072:3763 67.05475:42622 69.03397:12398 69.07047:21763 71.04996:6533 79.05466:38994 81.03415:4930 81.07022:88618 82.0741:5610 83.08606:13839 85.06567:5860 91.05491:41124 93.07016:95193 94.07357:4536 95.04936:11866 95.08633:65065 97.10146:8427 99.08123:4916 103.05499:4907 105.07037:83159 107.04966:5559 107.08544:105231 108.08862:8180 109.06496:7873 109.10172:102960 111.08107:6314 117.06966:19661 119.08548:66836 121.06447:13174 121.10126:64742 123.08017:10488 123.11636:21420 125.09619:8015 129.06949:9135 131.08556:36583 133.10104:59572 135.11713:56366 137.09589:7746 143.08545:29548 145.10123:47635 147.11765:60154 148.11938:5333 149.09528:6696 149.13321:38065 151.11128:16689 153.12712:5401 155.08461:11900 157.10052:39568 159.11761:50982 161.09659:5390 161.13333:51265 162.13705:6505 163.11057:7395 163.14812:14954 165.1264:5823 169.10052:11249 171.11621:35288 173.13342:31083 175.11192:10180 175.14992:22840 177.12669:11913 177.16248:4365 179.14233:12353 183.11604:10212 185.13217:26036 187.14841:23147 189.12784:5421 189.16486:7930 191.14421:8940 193.15746:7163 195.11723:4786 197.13326:14873 199.14864:25071 201.16273:12177 203.14162:5471 205.15816:13916 209.13313:6118 211.14975:21770 213.16277:12532 215.18105:4945 225.16321:12523 229.15996:7456 234.51912:4105 239.17853:11663 241.19417:11639 251.17743:5841 253.19409:13581 255.21191:5762 257.22659:4258 271.20703:21610 281.22614:71513 282.23099:9325 299.23523:145212 300.23929:14187 317.2496:412760 318.24918:46221 358.27423:4642 395.29776:5677 396.2984:4342 397.31036:4498 413.30112:13533 414.30692:7286 415.2121:7851 415.31644:7390 431.31165:9341 432.32431:8619,3185954,64066688,18710,109964,0,745430
5593,432.2802,7.673,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,25.25,KN,432.27969:1720446 433.28304:456292 434.2864:0,54.93872:2585 70.06572:3328 89.06024:45165 102.62953:3463 126.17905:3712 130.0862:3768 133.08672:18236 148.04054:3957 177.11076:6423 188.15454:3716 371.22592:17321,212350,152101,1720446,3835531,0,1452773
5601,432.359,19.433,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,13.95,YF,432.35898:25796070 433.36233:9810594 434.36569:1386037,55.05496:49657 56.05019:23189 57.0705:49600 67.05478:88395 69.07066:70978 71.08576:24880 74.02423:22728 75.02663:10186 79.05465:25015 81.07029:89885 83.08606:28747 85.10139:14847 91.05481:26487 93.07053:44509 95.08553:137913 97.10146:20029 105.0703:30692 107.04964:53791 107.08538:33728 109.06496:10992 109.10062:32861 110.06773:9957 117.06946:11401 119.08557:29462 121.06448:42395 122.07286:110615 123.08031:170540 124.08859:16263 131.08549:9812 133.10104:13888 134.02766:21228 135.08038:52322 136.08763:13925 137.05891:51747 137.09589:25294 138.06767:19353 138.09999:11470 143.08524:9305 145.10112:17181 149.05904:17406 149.097:25343 150.06685:276369 151.07603:1608996 152.08202:102423 161.09659:12963 163.07503:22884 163.11255:30494 164.08264:74432 165.05399:20907 165.09044:128379 166.05392:13992 166.09462:62716 167.06927:119673 168.07298:24477 173.09677:27097 175.07454:49811 176.08286:14187 177.09094:39824 189.09067:46829 191.10648:256774 193.08363:11610 203.10587:11890 205.12193:17366 207.10307:10726 231.13666:13251 240.05438:9485 366.3042:10002 414.34717:943666 415.34811:105303 431.37961:39845 432.3584:28828,233303,25796070,518026,0,3746,300963
5618,433.2849,19.19,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,18.98,YF,433.28494:24044846 434.28829:35084696 435.29165:8136450,55.05484:32690 57.03435:18913 57.0704:75732 58.06564:8467 67.05479:46869 69.07072:46861 71.08576:34710 74.00611:16289 75.04451:11329 79.05465:18110 81.07018:57325 83.08606:28223 85.06492:17250 85.10139:13159 89.0062:35559 91.05481:31438 93.07014:45269 94.07357:8963 95.08557:49262 97.10146:11862 105.0703:17111 107.01606:28437 107.08538:19381 109.06496:11783 109.1017:34448 119.08557:27926 120.01154:46021 121.06447:23410 121.10111:14475 122.02772:13070 123.04392:10432 123.08017:9044 131.08549:8579 133.03117:20823 133.10104:19899 135.11726:9631 137.05936:27917 137.09589:13053 138.06306:11161 139.07626:8986 145.08951:13135 145.1011:11450 146.06059:12036 149.05904:15335 149.097:14676 151.07637:38174 152.0795:22730 157.08742:13998 158.09677:15797 159.10446:17637 160.09875:34377 160.11221:15611 164.08298:27034 165.09074:108473 166.09503:90014 167.06941:89103 167.09779:33098 168.07315:37055 171.10339:19185 172.07536:20120 173.08348:63750 173.10757:11728 174.09016:25541 175.12291:11083 177.09093:10649 178.0536:12382 179.03758:76363 186.0771:12030 186.09154:35573 187.09924:43477 188.10645:306134 189.11057:12666 193.08618:10550 194.09003:11286 196.06398:48967 201.11403:28023 202.12181:70992 203.11694:173467 205.12193:12969 214.12173:49213 216.14081:245394 231.15012:162056 258.18787:19787 267.4097:8450 270.33215:8346 303.14636:9541 313.27393:10195 317.16422:31362 318.13599:13400 319.14465:29076 326.26901:25837 332.16:15553 333.16153:71666 334.1669:9909 344.13422:11850 346.17136:25900 347.17532:45935 348.1835:16306 349.18997:28310 351.15988:10918 358.24207:35741 359.16336:10094 361.19339:47818 362.19696:21841 363.20575:12898 369.17316:23121 372.19849:27022 375.20581:239350 376.21429:35436 377.21948:79204 386.15039:12114 387.21039:16004 389.2197:17779 392.18576:16333 401.2294:11825 403.23376:21604 404.15536:40472 414.30692:15615 416.25711:30938 417.24997:109752 418.17245:10619 418.25433:91339 419.26126:11231 432.38397:57607 433.28067:654270,238821,24044846,0,959644,1100292,3747008
5660,435.1065,13.981,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,210.67,YF,435.10654:12970771 436.10989:3765711 437.11325:4071525,55.01845:4512 65.0392:11502 67.05464:9770 69.06989:4587 79.05466:8616 81.07014:14451 85.06567:4056 91.05486:42737 93.07015:14164 95.04937:6615 95.08629:12144 105.03355:9023 105.07031:10731 107.04967:5862 107.08539:14763 109.10171:11864 111.08108:4379 119.04985:4844 119.08558:4985 121.06575:8484 121.10112:7269 122.03668:4887 131.08551:4596 133.02821:28196 133.10106:8811 135.04433:7482 136.05151:6321 137.05881:18419 144.04443:7473 145.10114:7580 147.04485:1081036 147.1176:6414 148.04771:51149 149.02252:19516 149.06076:9040 150.0668:17727 151.03909:17701 153.01773:33564 157.10049:4570 159.11589:5931 162.06857:4750 165.01781:16522 171.02914:5702 173.06007:5611 201.05457:4763 213.05362:10868 221.05809:4560 229.04774:31691 237.05647:5309 241.04951:20506 255.06508:11341 257.04208:19192 269.04694:11410 269.08044:6182 271.05862:4964 281.07898:8970 283.06018:12720 285.03876:18447 287.05368:5632 289.07037:22733 297.03857:7692 309.07321:7041 311.05688:37159 312.05756:5605 331.23767:4356 398.31113:4114 407.10861:12414 435.10971:44189,0,12970771,0,375044,0,0
5753,438.1758,11.338,w/o MS2:isorhapontin,[M+H]+,438.17584,C21H24O9,Stilbene glycosides,KLPUXMNQDCUPNO-DXKBKAGUSA-N,OC=1C=C(OC2OC(CO)C(O)C(O)C2O)C=C(C=CC3=CC=C(O)C(OC)=C3)C1,FALSE,100,12,YN,438.17581:1847171 439.17916:666523 440.18252:0,54.54087:2710 55.60316:2795 55.69804:2855 56.39075:2920 57.44169:3342 59.53074:3095 59.53553:2990 66.83125:2885 70.21118:2956 73.17868:3271 74.25241:3102 75.3909:3120 79.79635:3925 85.02916:6557 107.04958:19652 111.36465:3974 113.67124:3293 121.06566:4375 123.04375:41724 131.30916:3807 135.07996:13912 141.01875:6302 151.076:54511 170.4071:3893 175.07446:8695 232.42487:3793 234.59392:3972 245.11687:15459 247.09766:5072 275.57913:3719,116916,0,84956,1847171,0,1068722
5760,438.2394,14.222,w/o MS2:Lunarine,[M+H]+,438.23871,C25H31N3O4,Macrolactams,YIWJEBPTHXRHQF-LLMLIWGDSA-N,O=C1CCC23C=CC(O)=NCCCCNCCCN=C(O)C=CC=4C=CC(OC2C1)=C3C4,FALSE,99.8,4.52,YN,438.23935:1716072 439.2427:586694 440.24606:0,53.53065:3138 65.21509:3005 83.086:3551 84.93926:3847 108.08109:15981 128.61035:3619 146.06044:173685 150.09113:3733 155.09183:3466 168.10162:24353 172.0025:3544 180.10098:32565 191.60857:3763 202.77126:3423 239.15031:4035 247.83601:3680 255.94408:4191 293.1886:16872,25180,948525,297816,1716072,0,0
5894,442.3678,15.679,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,7.35,YF,442.36777:6502908 443.37112:3184438 444.37448:369202,55.05485:16660 57.07032:5833 58.06565:5019 67.05478:29404 69.07055:53853 70.06584:4596 71.04997:4900 72.08109:4790 79.05476:27372 81.07017:58413 82.06564:6597 83.04962:19722 83.08606:11074 84.08102:7282 85.02848:4465 85.06567:7299 86.09726:4252 91.05484:35695 93.07017:51146 95.04937:12364 95.08629:60159 97.06503:22096 98.09722:10144 99.08031:8613 100.07635:31837 105.0703:53190 107.08546:56776 109.06497:10324 109.10175:47738 111.08108:6445 114.09198:8309 117.06947:12438 119.08563:60913 120.08888:5441 121.06448:5105 121.10134:40636 123.11644:13253 125.09487:4620 126.09202:34050 129.06949:4805 131.08559:23762 133.10107:47922 133.69427:4041 135.11746:24057 137.09589:5007 137.13243:4654 143.08525:14004 145.10098:29363 147.08037:4997 147.11777:35708 149.0959:18081 149.13329:10475 155.08463:5040 157.10049:16549 159.08163:5095 159.1158:24825 160.12183:4507 161.0966:8125 161.13164:20765 163.11256:4214 163.14812:12408 165.09019:4792 169.10054:8419 170.10597:4135 171.11613:17227 173.13135:16545 175.11194:8680 175.14706:20924 177.16472:7927 183.11604:6364 185.13232:6772 187.14809:12735 189.12785:7413 189.16422:32484 193.16:5034 199.14871:11474 201.16275:10633 203.14438:5228 211.14664:9250 213.16278:9087 215.17807:5144 217.15826:7126 223.14865:4270 280.26294:6473 309.22269:5288 379.41791:4050 423.3204:4278 425.30972:5277 442.27045:5613 442.3674:383268,0,6502908,0,0,0,0
5918,443.3157,15.012,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,7.44,YF,443.31573:23476066 444.31908:8747078 445.32244:1402108,53.70568:6546 55.05488:51060 57.03395:10177 64.54019:8128 67.05474:72993 69.03397:22277 69.07058:53628 71.04997:8938 79.05467:78562 81.07025:159229 81.56526:8753 83.04945:14984 83.08606:19540 85.06493:11486 91.05488:87401 93.07014:165529 95.04936:34470 95.08632:182445 96.08952:9563 96.81807:7274 97.06518:21127 105.0704:186036 107.08538:217704 109.06497:29810 109.10177:59209 111.07996:11146 113.06006:12117 117.07066:31624 119.08563:212310 120.09013:9674 121.06448:15225 121.10127:113518 123.08017:28068 123.11644:20083 125.09619:17196 129.06949:13262 131.08517:101946 133.06467:10353 133.10114:112729 134.10422:10221 135.08022:52415 135.1169:47686 137.09589:11954 137.13243:15398 142.07776:16667 143.08504:57029 144.092:10728 145.10098:127379 147.11751:76964 147.4753:10067 149.13313:66267 151.07607:10332 155.08646:21710 156.09326:19937 157.10043:87653 159.07973:13476 159.11595:85945 161.0966:18325 161.13145:83854 163.11058:10596 163.14812:30927 165.12842:27722 169.10052:35497 170.11017:15414 171.11597:67503 173.09679:14224 173.13326:105252 175.11194:15381 175.14684:48320 177.12671:14230 179.14233:35772 183.11604:35184 185.0965:9888 185.13225:44240 187.14758:47933 189.12785:12302 189.16486:18789 191.14423:36597 195.11725:11664 196.12398:9505 197.13327:37665 199.1114:9512 199.14832:42020 201.12756:15045 201.16273:23819 203.14163:21603 205.15816:20264 207.13983:14198 209.13313:20711 211.14954:28193 213.12737:9645 213.16277:26662 215.14215:22665 217.15826:9910 219.17514:12454 221.1329:12979 221.15163:10476 223.14864:24090 223.89973:9425 225.16322:21165 227.14351:11454 227.17921:15107 229.15997:20581 239.17854:10066 241.19418:17047 259.17032:13806 269.1893:15398 271.1687:12588 271.20679:13002 277.17642:42543 285.18567:12961 287.20132:18383 303.19644:15566 317.21246:30248 351.06631:10178 353.24722:12202 372.2598:10785 377.28094:50462 379.29877:14624 389.27798:29516 395.29654:57947 407.29532:97283 408.29523:12799 413.30112:14413 425.30225:227527 426.30963:31820 443.24228:11531 443.31366:89324,6783676,23476066,0,40516,20384,778444
5951,444.3684,18.485,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,31.37,KF,444.36819:11138188 445.37154:4308998 446.3749:761827,55.05509:37839 57.03416:22986 57.07059:18954 58.066:10799 60.08154:75173 67.05509:12063 69.07033:43529 70.06565:33285 71.08625:5388 72.08158:4280 79.05456:7324 81.07073:13295 83.08594:26323 84.04437:6360 84.08092:11640 85.02913:887912 86.03209:18370 86.09716:4520 88.07617:15501 91.05471:7210 93.07004:9198 95.08617:12648 97.10135:9405 103.039:14278 105.07018:6823 107.08526:9223 109.10158:6537 119.08544:5619 121.06434:8105 121.10098:7960 129.07768:7832 130.04968:9009 132.10202:20949 135.11713:6765 144.10226:29197 145.04985:19888 146.11737:17358 149.09511:17791 320.32626:5692 338.34052:25534 367.2764:8181 382.37018:64607 383.36584:9203 443.35684:7944 444.35883:345628,11138188,48396544,29264,18847,0,3337174
5952,444.3687,17.656,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,7.43,YF,444.36871:7873942 445.37206:4145423 446.37542:574652,55.05494:29383 57.03448:21844 57.07081:20063 58.06606:4615 60.0813:58735 67.05474:34116 69.07045:35031 71.08633:16580 79.05465:17974 81.07021:50640 83.01357:8487 83.04944:8006 83.08602:19929 85.0292:728711 85.10139:7029 86.03214:16793 91.05474:21798 93.07013:37771 94.07357:6241 95.04936:9600 95.08625:48409 97.06518:8602 97.10146:14108 105.07048:31730 107.08532:32775 109.06497:7737 109.10167:22390 111.11661:5785 117.06946:7144 119.0851:19003 121.06448:8766 121.10114:33667 123.11644:9377 125.02325:6539 128.06169:4744 131.08549:14039 133.101:21462 135.11726:12562 139.11206:5630 141.05539:10839 143.08524:11169 144.10144:23096 145.10068:20020 147.11758:14765 149.09695:35519 149.13327:9430 151.07607:6500 155.08461:6608 157.10049:15529 159.11778:11505 161.0966:9484 161.13345:13053 169.10052:8602 171.11613:8011 173.09679:9003 175.11192:8862 179.23105:4722 183.11604:7426 185.13231:6916 189.09085:6950 189.12785:7539 197.13326:6813 211.14662:5971 237.1638:5141 253.19791:6188 265.254:5331 367.28467:25447 397.30286:5810 409.30637:5033 426.26788:6038 427.27969:15420 443.27686:49360 444.27972:47364 444.36819:339021,0,7873942,0,0,0,0
6062,447.3818,19.003,Unknown,[M+NH4]+,null,null,null,null,null,FALSE,null,58.4,YF,447.38181:15930107 448.38516:4412711 449.38852:674610,50.97412:3835 53.00312:5220 55.01845:10600 55.05493:116340 56.05815:5808 57.07041:157566 58.07446:5748 63.33734:4652 67.05472:43602 69.07049:221662 71.08635:107202 79.05484:26806 81.07021:72739 82.0741:7079 83.04944:16979 83.08612:137948 85.02848:5330 85.06492:17803 85.10152:50320 85.13416:4417 91.05458:26197 93.07027:51026 94.07357:6864 95.04936:10826 95.08544:63685 97.06517:10235 97.10153:108445 99.11679:4534 101.06049:6350 105.07029:36167 107.08548:62125 108.08969:6698 109.06497:9578 109.10169:42239 111.08107:9891 111.11681:63110 117.07066:9734 119.08556:34022 120.0816:51031 121.06411:23903 121.10131:26873 122.10446:5953 123.08017:15291 123.11773:11139 125.05905:6487 125.09619:9118 125.1324:26030 131.08549:22401 133.10091:23884 135.08012:52332 135.11726:9916 136.07559:8485 137.05936:17717 137.09621:31284 139.07454:52553 139.14784:5734 143.08524:6581 145.10112:17321 147.11758:7577 149.09555:29027 149.13327:6115 151.07578:38460 151.11128:8300 153.09119:29276 153.16486:6587 157.10049:7741 159.07973:5479 159.11588:15873 161.0966:11762 163.07495:27546 163.11255:10473 165.09019:198661 166.06204:7986 166.0864:16961 167.06912:6723 169.08594:19407 173.09462:5011 175.11192:11637 176.08286:7797 177.09105:25817 177.12669:8200 179.10596:7009 181.08627:60131 189.12784:11167 189.16486:5858 190.09596:5710 191.10663:12593 203.14436:4635 205.1207:22362 213.16277:7094 225.16321:6453 395.29776:10647 411.28461:7241 411.33206:6963 429.38068:37148 447.31436:13715 447.38681:139349 447.46692:11134,0,15930107,4330768,0,0,7714890
