ID,m/z,Rt(min),Metabolite name,Adduct type,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,MS/MS matched,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KF,YF,KN,YN,KX,YX
9814,596.1747,9.763,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,11.81,YF,596.17468:1280439 597.17803:505906 598.18139:0,53.02253:3127 55.01846:3189 63.35935:3240 70.06585:18286 70.2693:3739 91.66682:4194 95.04938:5880 116.0705:13694 123.04395:11684 139.03899:13049 141.0173:4545 147.04318:13582 148.05278:8763 165.01765:23007 183.02837:27746 204.02869:3871 217.45297:4273 247.0721:4693 344.40085:3929 463.0979:13226 481.10947:23440,0,1280439,0,42318,0,0
9815,596.1776,10.851,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,9856.26,YF,596.17761:5191138 597.18096:2082015 598.18432:470051,54.47909:3589 68.05029:14975 81.91428:3433 91.05482:6946 93.03356:16720 93.07016:6867 93.45966:4026 94.83794:4025 95.04938:4990 98.08249:3881 102.04654:4331 103.05501:6089 105.07032:7667 110.06009:5948 110.84056:4001 111.00785:5048 114.05522:40817 119.04986:9190 121.02787:11032 121.0645:7252 123.04394:10312 124.05192:4204 130.04143:17232 131.04996:12909 133.06468:7183 135.04434:14661 137.05939:17638 139.03897:5114 147.04462:43562 149.02283:5201 149.05905:13424 150.06683:10634 151.03911:4711 151.07608:5202 161.02296:6259 161.05965:32675 162.06659:81185 163.03754:7225 163.07307:6220 177.01921:23434 177.05522:9727 179.03305:42945 189.05389:4567 191.03403:8484 193.0506:5368 203.03407:29585 205.04955:7124 207.02682:7490 217.04909:5708 220.06091:34983 221.04565:13278 221.52014:4200 251.06802:6270 266.06641:57037 267.07004:5481 283.09634:6174 299.05389:5591 357.491:4127 440.75726:5682 487.14047:4681 595.33856:5709 596.17957:161314,0,5191138,0,1474566,0,930105
9852,598.1914,10.457,"w/o MS2:[(2R,3S,4S,5R,6S)-6-[2,3-dihydroxy-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",[M+H]+,598.19189,C30H28O12,Flavonoid O-glycosides,MXLIDYXKRCYRPL-SVQBVAIGSA-N,O=C(OCC1OC(OC2=CC=C(C(=O)C=CC3=CC=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O)C=CC4=CC=C(O)C=C4,FALSE,60.8,349.75,YF,598.19141:27287918 599.19476:10386887 600.19812:2320342,53.03936:5213 55.01225:4823 55.01457:10623 55.0185:31901 59.04978:4591 68.99808:14798 69.03396:19814 79.018:9044 79.05465:9228 81.03414:15296 81.07082:5357 86.06025:35046 87.04455:108059 91.05513:24954 92.99696:7002 95.04936:7163 97.0289:5408 99.00738:10800 99.35396:5124 102.04652:8983 103.05511:31158 104.07048:160868 105.0703:12773 107.04966:9418 109.02932:9244 109.06496:13412 111.04444:4503 114.61731:4460 119.04984:27288 121.06447:9268 122.03667:6225 123.04399:63514 124.05189:14026 130.04121:37769 131.04865:87048 133.02827:19755 133.06436:23114 134.03648:6496 135.04437:25598 137.02328:22944 137.05936:204336 138.06305:5885 139.03889:178974 141.01874:57575 146.03716:7267 147.04477:108979 149.02451:8506 149.05948:25635 150.06725:29674 151.03908:16555 151.07605:7350 153.01756:12091 155.03333:7386 159.04356:7413 160.05074:8782 161.02293:8479 161.05966:75807 162.06664:203427 163.03947:15093 163.07518:26442 165.01776:313858 166.02145:15573 167.03452:21481 169.06508:9816 173.06006:7865 174.06839:12050 175.07457:12162 177.05518:18654 179.03323:42326 181.06541:8385 183.02901:304103 184.0312:18414 185.06065:6924 187.03885:6201 191.03398:8862 191.07155:5873 195.02939:13516 197.05978:10638 211.07388:6905 221.06119:5580 223.07594:10409 225.05431:6762 227.03316:9713 237.05299:8561 239.06981:6631 241.04858:13293 249.05426:7978 251.07175:17703 253.04895:9385 253.08713:6556 255.06505:11576 267.06458:25338 269.04276:17865 269.07947:33606 271.06284:7968 271.09668:11528 277.3667:4608 279.0654:5241 281.04321:10697 281.07895:16121 283.09598:29600 295.05801:21594 295.09647:12719 297.0434:8380 297.07739:11092 299.05872:8573 299.09305:32079 300.06174:5164 301.25818:4774 311.05624:11886 323.05695:12574 325.07068:9401 327.08649:8407 335.05499:11144 341.06555:22308 383.98633:5071 391.11996:13571 419.11533:45726 420.11737:5885 421.13181:15668 431.10782:14031 439.13782:34743 447.10843:70207 448.10489:9581 449.12314:10196 459.10867:65789 460.10696:11057 465.11734:33013 477.12183:192221 478.12292:27287 495.12927:226071 496.13406:32598,0,27287918,0,0,0,0
9853,598.1918,9.858,"w/o MS2:[(2R,3S,4S,5R,6S)-6-[2,3-dihydroxy-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",[M+H]+,598.19189,C30H28O12,Flavonoid O-glycosides,MXLIDYXKRCYRPL-SVQBVAIGSA-N,O=C(OCC1OC(OC2=CC=C(C(=O)C=CC3=CC=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O)C=CC4=CC=C(O)C=C4,FALSE,63.2,33.07,YF,598.19177:2577238 599.19512:1012991 600.19848:280824,64.58349:3771 66.51225:3789 71.4349:4152 101.05955:7432 103.05502:5384 118.08638:21455 119.04863:4993 123.04395:13038 130.04002:5079 131.04854:11241 133.00357:4733 135.04436:6465 137.05939:10976 147.04315:30841 148.05107:4101 149.05907:5885 161.0598:5980 162.06664:15495 163.03951:5489 165.01782:19368 165.05403:4619 183.02946:22654 191.03404:13407 195.08369:4940 237.03922:9811 257.30493:4220 311.23849:4372 384.91574:4726 395.07437:4813 463.0979:5962 481.10989:13632 519.12061:11776 531.12476:4632 535.96326:4922,0,2577238,0,0,0,0
9875,598.5414,19.382,Unknown,[M+NH4]+,null,null,null,null,null,FALSE,null,1233.18,YF,598.54144:105670312 599.54479:59771708 600.54815:12789186,55.05499:596130 57.03394:40235 57.07045:1611883 64.60366:28788 67.05477:743406 69.07054:850118 70.06583:106347 71.04939:58226 71.08645:1638630 73.06546:77148 79.05475:310774 81.0703:1448932 83.05016:62751 83.08617:669140 84.08905:32451 85.06492:97083 85.10139:72427 91.05496:144591 93.07029:185351 95.08558:762366 97.06517:94084 97.10159:729282 99.08029:41221 102.03185:27351 105.07057:138073 107.08556:294100 109.10191:501177 111.07995:49799 111.11677:301085 115.08655:45809 119.08547:195803 121.10138:206247 123.11665:513022 125.09618:31949 125.13202:103960 133.10109:272710 135.11726:89636 137.09589:35098 137.13242:89533 139.11205:32551 139.14784:27900 141.12704:783301 147.11758:152964 149.13153:108218 151.11304:66544 151.14828:66027 161.13206:123386 163.14812:98686 165.1264:110520 165.16261:74827 167.14285:49746 167.92844:27584 169.15892:64643 175.14709:92621 179.14233:64212 179.17871:46002 181.16019:47201 189.16484:49424 193.15997:40618 197.19101:30211 211.16989:31076 235.24281:54639 245.22633:276132 253.25204:127650 263.23755:286652 281.24792:235135 295.91541:30886 299.25983:3835770 300.25946:236914 344.46744:28496 374.11249:29243,0,105670312,0,0,0,0
9934,603.2938,18.086,"w/o MS2:(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]-2,3-dihydrochromen-4-one",[M+H]+,603.29724,C27H32O14,Flavonoid C-glycosides,HFSJWNXFQYKQNX-GTTIYPEBSA-N,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C=C3)C1)C4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O,FALSE,95.9,36.31,YX,603.29376:5044912 604.29711:2578668 605.30047:615090,54.2157:4085 55.01876:6659 55.05477:17743 55.53477:3547 57.03427:13321 57.07073:27124 60.47124:3732 65.0391:4910 67.05516:33087 67.87007:4564 69.07033:12069 71.08623:14060 79.05454:28334 81.03406:20831 81.07072:37176 83.05004:4745 83.08594:8483 85.06555:5754 85.10202:10306 86.10471:4335 91.05489:47935 93.06998:34440 95.08606:34176 98.98486:141580 104.10754:4677 105.07013:48296 107.08648:20214 109.02917:6409 109.10155:10099 117.0705:18542 119.08555:38372 121.10095:13985 129.07069:12398 130.78694:6016 131.08546:22919 133.10077:28791 135.11708:7076 141.06949:6432 143.08504:11766 145.10091:19128 147.11569:9732 149.09508:4452 151.11107:4731 155.011:80518 157.10027:9474 159.11755:8917 161.13322:8236 171.11589:14354 175.14685:10142 177.16446:5085 184.07358:7014 184.49112:4353 185.13205:9538 189.16458:14476 199.14842:12394 201.16516:4927 203.17978:13763 245.22591:7745 259.24118:5054 269.22656:45345 287.23712:44546 317.06204:10499 336.04547:4462 341.30585:14557 342.30698:37566 343.31186:6511 361.27664:25316 475.49448:4717,0,303782,53656,0,2659103,5044912
9941,603.4948,19.369,Unknown,[M+Na]+,null,null,null,null,null,FALSE,null,184.35,YF,603.49475:14691855 604.4981:6517826 605.50146:1121854,55.05485:22562 57.07083:25215 59.04979:8880 60.04504:5481 69.03397:6867 69.07047:26835 70.06584:7588 71.08637:27451 79.05466:22647 81.07018:41460 83.08607:12983 85.1014:18366 87.04441:37850 89.46988:5842 91.05469:29038 93.07013:34323 95.04937:7995 95.08624:36110 97.10147:7983 103.0391:68903 105.07031:18744 107.08623:24816 109.10171:21919 113.27928:5295 119.08558:20112 121.06449:20438 121.10113:15541 123.11645:6019 125.0962:6360 131.07127:8524 131.08553:13555 133.10107:6654 135.08006:12242 135.11728:14840 137.0959:6549 139.00632:5185 143.08525:8978 145.10114:12736 147.08038:5481 147.11591:5515 149.09702:9055 149.13329:6650 157.10051:6345 159.1178:9330 165.09222:11721 173.13135:6720 175.09656:8499 177.12672:8162 185.13232:6351 189.69397:5488 274.53668:5538 291.23123:17262 321.24136:95505 355.26431:25152 447.96106:6532 461.24161:7158 524.46692:5980 591.20001:5698 602.48273:21424 603.49371:581922,0,14691855,0,0,0,0
9973,606.126,9.287,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,35280.23,YF,606.12598:1764012 607.12933:823172 608.13269:171369,52.14923:3489 54.78776:3829 69.71952:3552 74.59832:3817 88.80192:4415 119.04987:5291 119.90192:4601 123.04395:13485 124.86302:4013 131.04854:10639 137.05939:6390 139.03899:7949 147.04504:27377 149.06079:6594 162.06664:11533 165.01784:17798 179.03262:23300 183.02917:17542 186.18552:4381 195.02943:4174 269.08047:4753 282.52805:4337 463.0979:5666 481.10989:10266 521.97009:5267 561.29028:4422,0,1764012,0,240632,0,0
10022,609.2437,9.45,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,39.2,YN,609.24365:6692680 610.247:2798455 611.25036:711769,58.06562:21704 67.05511:4755 70.06578:6554 81.07007:8838 84.08096:809998 84.1124:4841 85.08421:12946 87.04437:12172 89.06027:103488 90.06342:6279 95.08621:8668 95.10556:4686 103.05491:5994 119.04975:5207 123.08008:4705 127.12254:253016 128.12621:6584 130.04131:9910 130.0863:5265 131.04984:7289 133.08629:60311 135.04422:5344 137.05925:10299 147.04474:14688 149.05891:5232 161.05965:16103 162.06805:38483 165.01767:10077 175.03931:4150 177.05505:9302 177.11351:24091 183.02899:8101 205.04903:26668 236.09009:7730 251.06779:4943 314.40201:4799 432.39218:4696 433.62262:5762 517.98907:4956 591.36316:8884 609.24188:38299,0,2025058,0,6692680,0,75260
10042,610.1934,11.359,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,136.37,YF,610.19342:5652640 611.19677:1867333 612.20013:463522,53.28013:3159 56.0502:6998 56.6115:3326 67.05465:4354 68.05028:5185 70.06584:3996 79.05466:7057 81.07014:9708 82.06565:6539 84.08115:22341 91.05482:12832 93.74822:3767 95.04938:5806 102.04654:4546 103.05501:10264 105.03356:6005 105.07032:14879 109.06498:7188 109.41037:3460 114.05618:4638 119.04863:10990 123.04394:4821 124.05192:4208 124.0755:8110 127.12411:7493 128.06996:5440 130.04146:21726 131.04845:31921 133.02831:8717 133.06468:12841 135.04285:8136 137.05939:29757 139.03897:5435 147.04327:45910 149.02283:5555 149.05905:8539 150.0529:3741 150.06683:11846 150.09125:15677 151.07433:12510 151.24174:4269 161.02296:5315 161.05986:21915 162.06656:79767 163.07504:12643 165.01764:20049 165.05402:5440 175.07462:7783 177.01724:8343 177.05521:7324 179.03326:14660 183.02873:21949 187.03889:5361 187.81512:4497 189.05389:8350 191.03342:24867 191.06908:5348 193.0506:5906 209.83762:4457 212.1189:4106 215.03442:6598 218.08075:12173 219.06442:15616 234.07703:17303 236.0903:11327 236.46573:4491 237.07684:24095 241.04865:6287 251.06802:7510 254.10207:9945 280.08063:16194 281.07901:8991 299.05389:9739 323.05701:6475 323.09006:6127 349.56781:4679 356.24432:4026 381.79095:5895 434.98776:4565 530.17413:6966 548.1944:10467 566.20264:7419 580.17828:6984 592.1828:8690 610.18518:142976,0,5652640,13152,4500089,45061,164637
10043,610.1936,10.731,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,322.13,YF,610.1936:21148236 611.19695:8326951 612.20031:18206922,50.65364:4641 51.80416:4207 68.99754:15588 69.03397:5549 70.06593:125118 79.01801:10291 79.05532:5501 81.03415:7639 91.05481:11155 95.04937:7059 97.02891:6418 99.00833:8669 102.04653:5433 103.055:11179 105.07031:11649 107.04967:7537 109.02933:5449 111.04445:7407 116.07054:203760 117.07427:6748 119.04985:20039 121.06448:7193 123.04386:45394 124.0519:4638 130.04097:21220 131.04861:59934 133.02827:13409 133.06612:9344 134.0365:7182 135.04433:9645 137.02284:12216 137.05937:143119 139.03894:118852 141.01909:30875 146.03717:8117 147.0448:64842 149.0228:4754 149.05904:18139 150.06857:15075 151.03909:9291 151.07607:7248 153.01936:7944 159.04359:5929 161.05983:52466 162.06676:130871 163.03947:9021 163.07503:19126 165.01773:195324 166.02147:8956 167.03432:13238 173.06007:4617 174.06841:5633 175.07458:10179 177.05519:11554 179.03271:32537 181.06543:4951 183.0291:201416 191.034:6761 195.02682:5463 195.08107:5577 197.0598:7278 199.03947:6535 213.089:5413 218.88618:4262 227.03317:6649 239.06982:8316 241.04861:12459 251.07178:10672 255.06508:5835 257.30487:5685 267.06586:16575 269.04276:9836 269.08044:19333 271.06284:4343 271.09671:7376 281.04321:6836 281.07898:7190 283.09631:16953 295.05804:11613 295.0965:8780 299.05875:7483 299.09308:19705 311.05627:8888 323.05698:13809 341.06729:14521 391.11264:7313 419.1142:33618 420.11743:6067 421.12366:8385 422.13351:4985 427.07877:5921 431.10788:12163 439.13748:31380 447.10803:53250 448.11395:5526 459.10693:59581 465.11755:20297 477.12228:131268 478.12198:21849 484.31815:5869 495.12961:191548 496.13644:22380,0,21148236,0,363463,49155,821902
10091,612.1708,9.484,"w/o MS2:[6-[2-(3,4-dihydroxyphenyl)-8-hydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",[M+H]+,612.17114,C30H26O13,Flavonoid-7-O-glycosides,VXAHTPDZSOTOPQ-XCVCLJGOSA-N,O=C(OCC1OC(OC2=CC=C3C(=O)C=C(OC3=C2O)C=4C=CC(O)=C(O)C4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,FALSE,100,208.77,YN,612.17084:10244964 613.17419:4886213 614.17755:1140839,70.06578:4195 71.04935:10034 74.02418:8551 76.33266:4025 84.04441:11570 84.081:38094 85.08421:9081 91.05474:7631 92.1648:3690 98.45192:4363 99.04467:19004 102.04645:4738 103.05492:12658 105.07023:5271 111.00775:3807 115.81348:4131 119.04852:10833 121.06439:4123 123.04383:9593 124.05181:6742 125.02316:5414 127.12264:5448 130.04131:18699 130.04974:31882 131.04871:23688 133.02818:6205 133.06456:6085 134.03641:5054 135.04272:11083 137.02275:12003 137.05928:39757 139.03885:6051 146.03539:4761 147.04472:62999 149.02269:11190 149.05891:8879 150.06671:8259 151.03899:3921 161.0593:24951 162.06647:64670 163.03935:7863 163.07491:8074 165.01768:9484 165.05588:7861 167.03419:4782 170.70071:4617 177.05505:10144 183.02901:12156 187.03873:10203 189.01923:6228 191.03374:28508 194.39027:4530 203.03438:4350 205.01318:5561 205.04938:9819 207.02946:5277 209.04411:45768 218.04697:7861 229.01183:9917 247.02405:32697 264.04935:9681 265.03271:15637 282.06:6660 283.0961:5581 293.07788:4971 295.0578:5692 313.07401:6634 323.05124:5739 349.0722:5291 349.44357:4868 503.13385:6269 521.14502:7702 535.51587:4707 564.1507:6015 577.12854:4616 612.16174:55227,0,5155726,0,10244964,11525,0
10092,612.1709,9.315,"w/o MS2:[6-[2-(3,4-dihydroxyphenyl)-8-hydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",[M+H]+,612.17114,C30H26O13,Flavonoid-7-O-glycosides,VXAHTPDZSOTOPQ-XCVCLJGOSA-N,O=C(OCC1OC(OC2=CC=C3C(=O)C=C(OC3=C2O)C=4C=CC(O)=C(O)C4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,FALSE,100,133,YN,612.1709:6399990 613.17425:2380591 614.17761:441065,52.83259:3946 53.50057:3594 63.07139:4516 70.06578:8210 71.04991:7428 72.08161:6031 74.02418:13741 74.96499:3729 78.71706:3663 84.04514:14433 86.09644:5483 90.91729:5604 91.05474:12514 95.04929:6141 97.02884:4719 99.04462:29265 102.04645:9607 103.05492:11337 105.03347:3866 105.07023:9805 109.02817:4522 119.04975:14942 121.02902:5956 121.06565:5907 123.04383:11244 124.05181:6640 125.02315:4528 130.04131:22342 130.04974:35128 131.04836:38487 133.02818:11678 134.08057:5041 135.04422:15545 137.02274:15576 137.05917:50162 139.03885:7836 146.03539:6503 147.04451:74140 149.02269:11698 149.05878:20146 150.06671:15652 151.03897:6953 161.05968:40062 162.06642:94590 163.03935:9620 163.07452:20494 165.01768:16101 165.05386:7338 167.03419:7778 177.01707:8980 177.05505:8643 183.02899:15530 185.04382:4864 187.03873:5659 189.01675:7331 191.03348:43190 195.02925:5919 201.01926:6765 203.03163:7896 207.02946:5160 209.04395:63033 218.04391:11583 223.07578:4589 229.01183:9827 233.04439:8126 239.06966:8433 247.02377:67477 251.07158:9981 264.04935:12159 265.03137:28976 282.06:15802 285.07587:5228 313.06873:7460 323.05673:5745 473.11441:7628 521.14502:12284 548.14526:5448 559.11444:5203 564.1507:6193 595.50336:5007 612.16248:90779,0,2671919,0,6399990,5561,2658
10095,612.2074,10.743,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,39.85,YF,612.2074:15662108 613.21075:6307910 614.21411:1444167,50.35717:3451 51.16726:3143 68.80825:3898 69.03398:6233 79.01868:4054 80.26353:3622 81.38533:3882 83.04946:5140 85.02849:3639 91.05482:9534 101.05954:5141 103.05501:10211 105.07032:4223 107.04968:4294 115.05496:5628 118.08629:11447 119.04863:6566 121.06449:5444 123.04409:21041 130.04143:11458 131.04855:29138 133.02831:4577 135.04434:10063 137.02287:5579 137.05943:60772 139.039:36933 141.01888:12894 147.04475:45569 149.05905:10493 149.22487:3796 150.06683:6939 153.0535:7955 155.33403:5618 161.05969:26292 162.06647:72912 163.07504:11770 165.01756:80903 175.03946:4756 177.05521:4765 179.0332:56984 183.02925:80200 195.02943:6017 213.21889:4026 251.07179:7709 255.06509:5208 267.06589:7988 269.08047:6085 278.668:4836 281.07901:4251 283.06473:5783 283.09634:9016 295.05807:10204 299.09311:6123 311.0563:5415 337.07068:5776 419.11484:15869 421.1319:5151 430.25186:4983 439.13831:9245 440.25751:9930 447.10815:16642 459.10526:20941 461.11954:11222 465.11761:11530 477.12314:62984 478.12161:7426 495.12866:62992 496.13385:10962 509.13828:8984 544.0672:5007,0,15662108,4149,0,0,17509
10152,616.203,8.718,w/o MS2:JACAGLABROSIDE B,[M+H]+,616.20245,C30H30O13,Saccharolipids,AIFVFVGRWAMEBM-GSQIWVKLSA-N,O=C1C=CC(O)(C=C1)CC(=O)OCC2OC(OC(=O)CC3(O)C=CC(=O)C=C3)C(OC(=O)CC=4C=CC=CC4)C(O)C2O,FALSE,99.9,5.65,YF,616.203:1077643 617.20635:419211 618.20971:125145,59.3305:3904 61.79853:3364 74.80896:4242 82.53438:4344 89.97928:3899 91.25869:3668 129.61916:4009 130.04143:3865 131.04854:4210 137.06091:4577 145.6447:4425 147.04489:14145 161.0598:5995 162.0686:11952 165.01784:5680 251.05296:6340 545.15204:5281,0,1077643,0,0,0,0
10189,620.1446,10.28,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,241711.41,YF,620.14459:12102831 621.14794:5157739 622.1513:1382522,55.0142:6595 55.01845:17135 63.73646:4191 68.99754:6904 81.03416:4545 86.75866:4642 90.91655:5836 91.05482:11725 95.04937:6460 97.02892:5628 103.05401:12115 105.07031:10610 107.04968:6689 109.06498:6195 109.38541:4177 111.04445:4993 119.04862:10087 121.06449:10366 123.04408:29389 124.05191:5197 130.04141:18477 131.04868:43227 133.02829:7899 133.06467:7958 135.04433:7636 137.02438:8958 137.05933:93073 139.03886:73526 141.01924:20039 146.03551:5581 147.04311:50790 149.02281:6919 149.05905:13865 150.06683:12992 151.03909:7821 151.07433:5318 153.01758:14508 161.05962:38175 162.06648:92574 163.03951:7721 163.07504:13107 165.01781:168723 166.02148:4407 167.03433:9762 174.06842:7450 175.0768:6407 177.05521:6852 179.0334:21324 179.06963:4592 183.02905:165040 184.03123:4743 193.46078:4652 195.02942:11474 197.05981:9517 225.05434:5784 242.65735:4257 251.07179:10099 267.06589:11782 269.04279:8620 269.08044:17632 271.05865:5919 283.09634:18381 295.06287:8857 295.0965:6886 297.0386:8299 299.05878:7424 299.09311:13203 314.1434:4627 317.82953:4689 323.05701:8399 341.06732:14297 419.11575:27306 421.13187:7119 439.13773:27046 447.1076:41870 449.1232:4989 459.10822:45734 465.11758:18662 472.76367:5356 477.12131:102111 478.12158:11664 495.12967:108700 496.13382:14134,0,12102831,0,468967,5817,0
10260,625.2394,10.362,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,135.46,YF,625.23944:6080796 626.24279:2369864 627.24615:550041,55.01846:6473 60.04504:4563 69.45473:4676 70.06584:7829 72.04525:25039 72.08117:84815 73.08503:4649 81.03416:4445 85.82367:3932 91.38448:4753 103.05501:4516 112.46279:4383 114.09203:254257 115.09477:6636 119.04986:5253 123.04394:9416 124.44989:5255 130.04143:5671 131.04996:10578 131.11826:350679 132.12065:10128 133.06468:5635 135.04434:5440 137.05948:24504 139.03957:22118 141.01888:8170 147.04318:14260 150.06859:5971 161.05978:15263 162.06633:25475 163.07307:6538 165.01768:38216 179.03326:6408 183.0291:49568 269.08047:4881 447.10815:6307 459.11658:5491 477.11194:9323 495.1293:16095 587.07758:5135,0,6080796,12792,0,0,0
10288,626.2227,11.766,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,26.84,YF,626.22266:6697476 627.22601:2640243 628.22937:558444,55.01845:15088 63.31727:3886 67.05465:3818 68.99755:7512 72.49433:4301 79.01868:5643 79.05466:5400 81.03416:5505 85.06568:3697 91.05482:11207 93.54196:3786 97.02892:5318 103.055:11460 105.07032:11173 107.04968:9032 111.04446:4544 119.04985:7173 121.02786:5041 121.06449:4820 122.03669:4577 123.04357:27840 130.04141:14672 131.04834:38823 133.02829:7642 135.04433:13239 137.02286:11501 137.05933:89342 138.06308:4291 139.03896:86589 141.01883:25570 146.03551:7130 147.04449:50502 149.05905:9336 150.06683:12230 151.03909:5301 153.01758:6413 161.02296:6551 161.05956:35260 162.06664:89982 163.03752:8556 163.07504:8362 165.01778:139464 166.02148:9456 167.03433:8030 173.06009:4602 174.06842:5292 177.05521:7814 179.03337:26394 183.02898:156675 185.0583:4973 195.02942:6438 197.05981:9813 223.07597:4250 227.03642:4877 229.04819:5022 235.0753:5156 241.04863:6839 251.06802:9656 254.05597:6298 267.06589:10190 269.08044:13814 281.0477:5287 281.07898:7353 283.09634:11656 287.05829:5119 295.06287:6513 295.0965:6054 299.05878:9070 299.09311:11980 300.0618:5052 301.63049:4992 311.05109:5010 323.05151:7276 341.06732:7427 345.74426:4901 353.20319:4786 382.66968:4310 400.10385:5195 419.11337:21019 421.12369:14027 439.13831:17073 447.10959:37872 449.1232:6487 459.1062:43795 462.15421:4330 465.11758:9784 477.12265:84247 478.12158:16918 495.12988:96838 496.13382:17126,0,6697476,0,0,37545,80767
10289,626.2228,11.507,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,17.61,YF,626.22284:4709831 627.22619:1949425 628.22955:423274,50.26614:3223 53.03937:5604 55.0142:3807 55.01846:12795 58.90333:3425 62.00266:3309 68.99809:7058 74.42327:4366 75.10621:3817 91.05482:7606 92.99698:4180 95.04938:4212 100.11909:3668 103.05402:7026 103.53988:4599 105.03356:4007 105.07032:4754 106.08674:4622 107.04968:6158 108.08118:5254 119.04986:8020 121.06576:6101 123.04372:25956 130.04143:11570 130.31749:4299 131.04871:24262 133.02831:7108 133.06468:7042 135.04434:9467 137.02286:4646 137.05933:75526 139.03912:51435 141.01729:17837 146.89787:4425 147.04346:36040 149.05905:10878 150.06683:5236 151.03911:5445 161.05927:26026 162.06644:59955 163.07307:6591 165.01785:97892 166.02351:5301 167.03435:8190 177.05298:6057 179.03326:15722 183.02908:105282 188.79041:4814 197.05981:6893 213.05363:5585 213.56476:4746 217.56856:4651 241.04865:8442 269.04697:5369 269.08047:10358 283.06021:4825 283.09634:11004 297.07745:5921 299.09311:7507 323.05701:9118 324.29401:4883 341.06735:7668 419.11322:23011 421.12369:9444 439.13831:10898 447.10773:29427 459.10632:30156 465.11761:10633 477.1221:71547 478.12161:7067 495.13019:76425 496.13385:11390,0,4709831,0,0,67166,125373
